LOAN_NO,MEMBER_NAME,MOBILE_NUMBER,STATE,DISTRICT,RURAL_URBAN,PRODUCT,DISBURSEMENT_DATE,TENURE,TOTAL_INSTAL,PRINCIPAL_TOTAL,OUTSTANDING_PRINCIPAL,PRIN_COLLECTED,INT_COLLECTED,LAST_EMI,TOTAL_ARREAR,Total_EMI_Paid_Count,LAST_COLL_DATE,LAST_COLL_AMOUNT,OD_DAYS,OD_BUCKET,STATUS,TOTAL_INCOME,TOTAL_EXPENSE,FOIR,AGE,CYCLE,PAID_WITHIN_30D,AMOUNT_PAID_30D
LN1017118,Rajesh Verma,7447893679,Rajasthan,Udaipur,RURAL,Agriculture Allied,2023-10-04,12,12,30000.00,20000.00,10000.00,1800.00,3100.00,3100.00,4,2024-03-11,3100.00,8,0-30,Active,20881,12608,0.7523,22,3,1,3100.00
LN1017119,Rani Pandey,7745943524,Bihar,Bhagalpur,RURAL,JLG,2023-12-08,12,12,50000.00,45833.00,4167.00,750.00,5167.00,10334.00,1,2024-01-27,5167.00,59,31-60,Active,43370,19110,0.5598,43,1,1,5167.00
LN1017120,Rajesh Sharma,9148941723,Rajasthan,Ajmer,URBAN,Micro-Enterprise,2022-02-14,24,24,50000.00,6250.00,43750.00,7875.00,3083.00,9249.00,21,2024-01-07,3083.00,74,61-90,Active,49682,20411,0.4729,39,5,1,3083.00
LN1017121,Rani Devi,7589995861,Bihar,Darbhanga,RURAL,JLG,2023-05-03,18,18,40000.00,20000.00,20000.00,3600.00,3022.00,6044.00,9,2024-02-17,3022.00,38,31-60,Active,31003,16003,0.6137,34,2,1,3022.00
LN1017122,Rani Patel,9472595427,Bihar,Samastipur,URBAN,Micro-Enterprise,2023-08-28,24,24,30000.00,25000.00,5000.00,900.00,1850.00,5550.00,4,2024-01-23,1850.00,62,61-90,Active,19491,9313,0.5727,33,2,1,1850.00
LN1017123,Rajesh Sharma,8224746790,Madhya Pradesh,Jabalpur,URBAN,JLG,2021-05-28,36,36,25000.00,2083.00,22917.00,4125.00,1194.00,1194.00,33,2024-03-07,1194.00,19,0-30,Active,48722,32054,0.6824,47,4,1,2078.00
LN1017124,Sita Kumari,9867220742,Uttar Pradesh,Azamgarh,RURAL,Agriculture Allied,2023-06-04,12,12,50000.00,12500.00,37500.00,6750.00,5167.00,5167.00,9,2024-03-09,5167.00,2,0-30,Active,46510,25694,0.6635,39,5,1,4786.00
LN1017125,Rani Tiwari,6736759197,Madhya Pradesh,Ujjain,URBAN,Agriculture Allied,2022-10-12,18,18,40000.00,24444.00,15556.00,2800.00,3022.00,30220.00,7,2023-05-23,3022.00,300,181-360,Write-Off,,,,39,4,0,0.00
LN1017126,Pooja Yadav,6454678046,West Bengal,Nadia,RURAL,Agriculture Allied,2023-07-01,18,18,100000.00,72222.00,27778.00,5000.00,7556.00,30224.00,5,2023-11-12,7556.00,115,91-180,Active,16367,8423,0.9763,42,2,1,8428.00
LN1017127,Sangeeta Begum,6392933929,Bihar,Darbhanga,RURAL,Individual Loan,2023-05-26,18,18,100000.00,66667.00,33333.00,6000.00,7556.00,30224.00,6,2023-11-25,7556.00,120,91-180,Active,25415,12461,0.7876,37,4,0,0.00
LN1017128,Suresh Roy,7137048364,West Bengal,Murshidabad,RURAL,Individual Loan,2022-11-07,24,24,40000.00,20000.00,20000.00,3600.00,2467.00,12335.00,12,2023-11-20,2467.00,124,91-180,Active,42786,18884,0.4990,32,1,1,2467.00
LN1017129,Vijay Mondal,9218595640,Tamil Nadu,Thanjavur,RURAL,Micro-Enterprise,2023-01-14,24,24,100000.00,62500.00,37500.00,6750.00,6167.00,30835.00,9,2023-10-23,6167.00,140,91-180,NPA,,,,31,2,1,6167.00
LN1017130,Aarti Begum,9283406549,Tamil Nadu,Salem,RURAL,Micro-Enterprise,2022-02-22,24,24,30000.00,1250.00,28750.00,5175.00,1850.00,1850.00,23,2024-02-23,1850.00,13,0-30,Active,20766,16961,0.9059,51,1,1,2943.00
LN1017131,Meena Gupta,9395602305,Maharashtra,Nagpur,RURAL,Agriculture Allied,2023-03-29,12,12,25000.00,6250.00,18750.00,3375.00,2583.00,7749.00,9,2023-12-23,2583.00,81,61-90,Active,,,,30,3,1,2583.00
LN1017132,Anil Pandey,8102469861,Bihar,Muzaffarpur,RURAL,Agriculture Allied,2022-07-02,36,36,75000.00,35417.00,39583.00,7125.00,3583.00,7166.00,19,2024-02-02,3583.00,35,31-60,Active,55815,35271,0.6961,44,5,1,3560.00
LN1017133,Mamta Bai,9974133315,Maharashtra,Solapur,URBAN,Agriculture Allied,2023-04-13,24,24,50000.00,33333.00,16667.00,3000.00,3083.00,9249.00,8,2024-01-01,3083.00,67,61-90,Active,33601,19896,0.6839,49,2,1,3083.00
LN1017134,Manju Mondal,7635292465,Rajasthan,Jodhpur,RURAL,Agriculture Allied,2021-04-21,36,36,100000.00,19444.00,80556.00,14500.00,4778.00,28668.00,29,2023-09-09,4778.00,180,91-180,Active,27081,16947,0.8022,55,2,1,8907.00
LN1017135,Anita Paswan,6204907596,Odisha,Cuttack,URBAN,Agriculture Allied,2023-01-20,24,24,100000.00,50000.00,50000.00,9000.00,6167.00,12334.00,12,2024-01-27,6167.00,47,31-60,Active,,,,24,5,1,6167.00
LN1017136,Shanti Pandey,8240734735,Odisha,Khordha,URBAN,Micro-Enterprise,2023-03-04,12,12,30000.00,2500.00,27500.00,4950.00,3100.00,3100.00,11,2024-03-14,3100.00,1,0-30,Active,48359,23638,0.5529,32,3,1,2845.00
LN1017137,Lalita Patel,7895234422,Maharashtra,Nagpur,RURAL,JLG,2023-06-18,18,18,100000.00,55556.00,44444.00,8000.00,7556.00,7556.00,8,2024-03-11,7556.00,2,0-30,Active,61797,50680,0.9424,33,3,1,7556.00
LN1017138,Rekha Sharma,8755027028,Bihar,Darbhanga,RURAL,Agriculture Allied,2022-01-21,36,36,60000.00,21667.00,38333.00,6900.00,2867.00,8601.00,23,2024-01-03,2867.00,67,61-90,Active,30712,19555,0.7301,26,1,1,2867.00
LN1017139,Rani Manjhi,9434758326,Uttar Pradesh,Azamgarh,RURAL,Micro-Enterprise,2023-03-16,36,36,60000.00,41667.00,18333.00,3300.00,2867.00,2867.00,11,2024-03-07,2867.00,16,0-30,Active,57021,39435,0.7419,52,3,1,2867.00
LN1017140,Urmila Paswan,9751220095,Tamil Nadu,Thanjavur,RURAL,Agriculture Allied,2023-05-07,12,12,50000.00,12500.00,37500.00,6750.00,5167.00,5167.00,9,2024-03-11,5167.00,4,0-30,Active,24246,11655,0.6938,29,2,0,0.00
LN1017141,Geeta Manjhi,8142652796,Bihar,Darbhanga,RURAL,Individual Loan,2021-04-18,36,36,100000.00,104993.00,80556.00,14500.00,4778.00,28668.00,29,2023-10-03,4778.00,156,91-180,Active,64559,53964,0.9099,54,2,1,4402.00
LN1017142,Kiran Devi,9434996039,Uttar Pradesh,Azamgarh,RURAL,Individual Loan,2022-08-09,24,24,25000.00,6250.00,18750.00,3375.00,1542.00,3084.00,18,2024-02-21,1542.00,32,31-60,Active,38248,27042,0.7473,40,5,1,1542.00
LN1017143,Sunita Bai,7567911280,Odisha,Puri,RURAL,JLG,2022-12-28,24,24,40000.00,18333.00,21667.00,3900.00,2467.00,4934.00,13,2024-01-26,2467.00,46,31-60,Active,24902,17711,0.8103,55,3,1,2467.00
LN1017144,Shanti Kumari,9100432242,Madhya Pradesh,Ujjain,URBAN,JLG,2023-12-28,24,24,60000.00,60000.00,0.00,0.00,3700.00,22200.00,0,2023-10-05,3700.00,172,91-180,Active,35394,24715,0.8028,48,1,1,3700.00
LN1017145,Geeta Bai,6270303294,Odisha,Khordha,RURAL,Micro-Enterprise,2023-09-25,18,18,100000.00,72222.00,27778.00,5000.00,7556.00,7556.00,5,2024-02-26,7556.00,16,0-30,Active,44534,35831,0.9742,24,4,1,7556.00
LN1017146,Pooja Bai,8980913842,Tamil Nadu,Thanjavur,RURAL,Individual Loan,2022-06-15,24,24,25000.00,7292.00,17708.00,3187.00,1542.00,6168.00,17,2023-12-04,1542.00,101,91-180,Active,20445,11821,0.6536,41,1,0,0.00
LN1017147,Guddi Khatun,9595183769,Tamil Nadu,Tiruchirappalli,RURAL,Agriculture Allied,2023-12-30,18,18,50000.00,50000.00,0.00,0.00,3778.00,64226.00,0,2022-12-01,3778.00,481,360+,Write-Off,64603,45281,0.7594,45,2,0,0.00
LN1017148,Guddi Tiwari,6512283180,Madhya Pradesh,Rewa,RURAL,Individual Loan,2022-12-20,24,24,75000.00,65625.00,9375.00,1688.00,4625.00,55500.00,3,2023-03-29,4625.00,349,181-360,Write-Off,53616,29958,0.6450,26,1,0,0.00
LN1017149,Anil Mondal,8801931766,Odisha,Ganjam,URBAN,Agriculture Allied,2023-08-17,36,36,75000.00,62500.00,12500.00,2250.00,3583.00,3583.00,6,2024-03-13,3583.00,1,0-30,Active,22131,13593,0.7761,43,3,1,3583.00
LN1017150,Vijay Khatun,7259128559,Odisha,Ganjam,RURAL,Micro-Enterprise,2023-11-18,12,12,50000.00,37500.00,12500.00,2250.00,5167.00,5167.00,3,2024-03-15,,5,0-30,Active,54264,36031,0.7592,50,2,1,8927.00
LN1017151,Kiran Tiwari,8525177688,West Bengal,Hooghly,RURAL,Agriculture Allied,2023-02-03,18,18,100000.00,55556.00,44444.00,8000.00,7556.00,45336.00,8,2023-09-30,7556.00,160,91-180,Active,23688,16697,1.0239,47,2,0,0.00
LN1017152,Meena Gupta,7207659844,Tamil Nadu,Salem,RURAL,Individual Loan,2023-05-24,18,18,100000.00,55556.00,44444.00,8000.00,7556.00,15112.00,8,2024-01-13,7556.00,53,31-60,Active,28795,19449,0.9378,52,4,1,7556.00
LN1017153,Shanti Devi,7493369317,Uttar Pradesh,Gorakhpur,URBAN,JLG,2023-03-29,36,36,100000.00,75000.00,25000.00,4500.00,4778.00,14334.00,9,2024-01-07,4778.00,75,61-90,Active,23036,10373,0.6577,25,1,1,4778.00
LN1017154,Kiran Pandey,6812881213,Maharashtra,Nashik,RURAL,Agriculture Allied,2022-06-16,24,24,40000.00,10000.00,30000.00,5400.00,2467.00,7401.00,18,2024-01-12,2467.00,70,61-90,Active,64688,39570,0.6498,57,4,1,4804.00
LN1017155,Sangeeta Begum,7884197063,Uttar Pradesh,Varanasi,RURAL,Individual Loan,2023-08-02,12,12,50000.00,20833.00,29167.00,5250.00,5167.00,5167.00,7,2024-03-08,5167.00,4,0-30,Active,37601,26730,0.8483,41,5,1,5167.00
LN1017156,Ramesh Begum,8392046569,Madhya Pradesh,Rewa,RURAL,Agriculture Allied,2023-03-16,24,24,25000.00,13542.00,11458.00,2062.00,1542.00,1542.00,11,2024-03-08,1542.00,11,0-30,Active,50066,21882,0.4679,39,5,1,1542.00
LN1017157,Lalita Singh,6530739755,Madhya Pradesh,Ujjain,URBAN,JLG,2023-04-06,12,12,50000.00,25000.00,25000.00,4500.00,5167.00,31002.00,6,2023-09-30,5167.00,173,91-180,Active,53065,39852,0.8484,26,1,0,0.00
LN1017158,Sita Singh,6130390854,Maharashtra,Nagpur,RURAL,Agriculture Allied,2023-01-10,18,18,30000.00,10000.00,20000.00,3600.00,2267.00,4534.00,12,2024-02-04,2267.00,39,31-60,Active,51089,36757,0.7638,27,5,1,2267.00
LN1017159,Mukesh Khatun,7195770938,West Bengal,Malda,RURAL,Agriculture Allied,2022-03-02,36,36,25000.00,8333.00,16667.00,3000.00,1194.00,1194.00,24,2024-03-05,1194.00,6,0-30,Active,15921,6820,0.5034,22,5,1,1194.00
LN1017160,Geeta Mahto,8839879099,Tamil Nadu,Tiruchirappalli,RURAL,Agriculture Allied,2022-12-30,18,18,100000.00,38889.00,61111.00,11000.00,7556.00,30224.00,11,2023-11-25,7556.00,109,91-180,Active,40890,22464,0.7342,46,2,0,0.00
LN1017161,Pooja Manjhi,9745254109,Maharashtra,Nashik,RURAL,Micro-Enterprise,2023-07-06,24,24,100000.00,75000.00,25000.00,4500.00,6167.00,12334.00,6,2024-01-28,6167.00,40,31-60,Active,51980,26456,0.6276,55,2,0,0.00
LN1017162,Rajesh Devi,6775687228,Odisha,Cuttack,RURAL,Individual Loan,2023-07-24,18,18,100000.00,61111.00,38889.00,7000.00,7556.00,7556.00,7,2024-03-07,7556.00,3,0-30,Active,40635,23529,0.7650,21,3,0,0.00
LN1017163,Mukesh Pandey,6562717079,Odisha,Puri,RURAL,Agriculture Allied,2023-10-22,12,12,30000.00,25000.00,5000.00,900.00,3100.00,9300.00,2,2023-12-13,3100.00,86,61-90,Active,19028,7846,0.5753,25,2,0,0.00
LN1017164,Vijay Roy,88332613,Maharashtra,Nagpur,RURAL,Individual Loan,2023-05-27,24,24,75000.00,68750.00,6250.00,1125.00,4625.00,37000.00,2,2023-08-06,4625.00,229,181-360,Write-Off,62238,36375,0.6588,46,2,0,0.00
LN1017165,Radha Begum,7674490299,Bihar,Bhagalpur,RURAL,Individual Loan,2022-03-16,36,36,100000.00,36111.00,63889.00,11500.00,4778.00,4778.00,23,2024-02-22,4778.00,28,0-30,Active,63989,49848,0.8537,41,4,1,4778.00
LN1017166,Mamta Khatun,9275638372,Uttar Pradesh,Gorakhpur,RURAL,Agriculture Allied,2023-08-22,36,36,40000.00,34444.00,5556.00,1000.00,1911.00,3822.00,5,2024-02-20,1911.00,31,31-60,Active,20932,10382,0.5873,25,4,1,2540.00
LN1017167,Rajesh Sharma,9167798653,Rajasthan,Udaipur,URBAN,Agriculture Allied,2022-06-02,36,36,50000.00,20833.00,29167.00,5250.00,2389.00,2389.00,21,2024-03-03,2389.00,12,0-30,Active,47412,30936,0.7029,49,2,1,2465.00
LN1017168,Lalita Patel,9215031528,Uttar Pradesh,Lucknow,RURAL,Micro-Enterprise,2023-08-30,36,36,60000.00,50000.00,10000.00,1800.00,2867.00,2867.00,6,2024-02-29,2867.00,17,0-30,Active,42849,32072,0.8154,51,5,1,4781.00
LN1017169,Sunita Devi,8430160005,Tamil Nadu,Thanjavur,RURAL,Individual Loan,2022-06-26,24,24,60000.00,10000.00,50000.00,9000.00,3700.00,3700.00,20,2024-03-12,3700.00,12,0-30,Active,62390,41351,0.7221,27,3,1,7063.00
LN1017170,Sita Paswan,6618420915,Bihar,Darbhanga,RURAL,Micro-Enterprise,2023-11-20,18,18,60000.00,53333.00,6667.00,1200.00,4533.00,9066.00,2,2024-01-30,4533.00,55,31-60,Active,62559,45763,0.8040,27,1,1,4338.00
LN1017171,Shanti Gupta,8258514798,Rajasthan,Jodhpur,RURAL,JLG,2022-12-24,18,18,60000.00,30000.00,30000.00,5400.00,4533.00,27198.00,9,2023-09-30,4533.00,177,91-180,Active,27821,12306,0.6053,44,3,0,0.00
LN1017172,Mukesh Mondal,8849774784,Madhya Pradesh,Ujjain,RURAL,JLG,2022-03-09,24,24,75000.00,9375.00,65625.00,11813.00,4625.00,13875.00,21,2024-01-08,4625.00,70,61-90,Active,56520,47073,0.9147,31,2,1,4625.00
LN1017173,Sangeeta Bai,6530502844,Maharashtra,Solapur,RURAL,Agriculture Allied,2023-06-04,18,18,40000.00,26667.00,13333.00,2400.00,3022.00,12088.00,6,2023-11-27,3022.00,105,91-180,NPA,47318,30936,0.7177,48,4,0,0.00
LN1017174,Sunil Kumari,8225124310,Odisha,Cuttack,RURAL,Agriculture Allied,2023-08-02,18,18,50000.00,36111.00,13889.00,2500.00,3778.00,11334.00,5,2023-12-16,3778.00,86,61-90,Active,23128,12957,0.7236,53,2,0,0.00
LN1017175,Sita Begum,9317049790,Rajasthan,Ajmer,RURAL,Agriculture Allied,2023-01-23,24,24,30000.00,15000.00,15000.00,2700.00,1850.00,3700.00,12,2024-02-08,1850.00,37,31-60,Active,25460,17065,0.7429,56,5,1,605.00
LN1017176,Manju Manjhi,7861714642,Tamil Nadu,Thanjavur,RURAL,Micro-Enterprise,2022-08-24,36,36,40000.00,20000.00,20000.00,3600.00,1911.00,1911.00,18,2024-03-02,1911.00,20,0-30,Active,52515,37840,0.7569,56,2,0,0.00
LN1017177,Rani Manjhi,7869893086,Maharashtra,Nashik,RURAL,JLG,2023-04-25,12,12,30000.00,5000.00,25000.00,4500.00,3100.00,3100.00,10,2024-03-06,3100.00,7,0-30,Active,26922,14896,0.6684,58,3,1,5430.00
LN1017178,Vijay Singh,9656707905,West Bengal,North 24 Parganas,URBAN,Micro-Enterprise,2022-02-16,24,24,25000.00,1042.00,23958.00,4312.00,1542.00,1542.00,23,2024-02-28,1542.00,7,0-30,Active,24607,18688,0.8221,22,5,1,1542.00
LN1017179,Pooja Roy,6875170996,West Bengal,South 24 Parganas,RURAL,JLG,2023-03-11,18,18,30000.00,15000.00,15000.00,2700.00,2267.00,6801.00,9,2023-12-20,2267.00,85,61-90,Active,43369,34142,0.8395,55,3,1,2267.00
LN1017180,Dinesh Tiwari,6484278984,Madhya Pradesh,Bhopal,RURAL,Micro-Enterprise,2023-12-14,24,24,100000.00,100000.00,0.00,0.00,6167.00,18501.00,0,2023-12-31,6167.00,72,61-90,Active,27531,11174,0.6299,53,5,1,6167.00
LN1017181,Sarita Kumari,9635809894,Bihar,Patna,RURAL,Agriculture Allied,2022-06-07,36,36,40000.00,16667.00,23333.00,4200.00,1911.00,1911.00,21,2024-02-25,1911.00,19,0-30,Active,20296,14571,0.8121,25,2,1,3184.00
LN1017182,Sunita Tiwari,070-4072704,Odisha,Mayurbhanj,RURAL,Individual Loan,2023-01-12,18,18,50000.00,16667.00,33333.00,6000.00,3778.00,7556.00,12,2024-02-02,3778.00,41,31-60,Active,,,,55,3,1,3778.00
LN1017183,Vijay Kumari,78560571,Tamil Nadu,Tirunelveli,RURAL,JLG,2023-11-13,18,18,50000.00,50000.00,0.00,0.00,3778.00,22668.00,0,2023-09-24,3778.00,178,91-180,Active,40347,22009,0.6391,52,5,0,0.00
LN1017184,Santosh Verma,9525795343,West Bengal,North 24 Parganas,URBAN,Individual Loan,2023-11-10,18,18,25000.00,23611.00,1389.00,250.00,1889.00,5667.00,1,2023-12-24,1889.00,86,61-90,Active,44278,30871,0.7399,34,3,1,1889.00
LN1017185,Anil Bai,8864036858,Madhya Pradesh,Ujjain,RURAL,Micro-Enterprise,2023-11-19,24,24,60000.00,52500.00,7500.00,1350.00,3700.00,3700.00,3,2024-02-26,3700.00,26,0-30,Active,27033,12665,0.6054,54,5,0,0.00
LN1017186,Sangeeta Paswan,8650847443,Odisha,Ganjam,RURAL,Individual Loan,2023-11-21,12,12,30000.00,30000.00,0.00,0.00,3100.00,46500.00,0,2022-12-30,3100.00,433,360+,NPA,57607,33804,0.6406,28,2,0,0.00
LN1017187,Vijay Kaur,6449178508,Tamil Nadu,Madurai,RURAL,JLG,2023-03-04,36,36,60000.00,43333.00,16667.00,3000.00,2867.00,8601.00,10,2023-12-23,2867.00,83,61-90,Active,35027,26390,0.8353,47,1,1,2867.00
LN1017188,Kiran Bai,6298835736,Bihar,Patna,RURAL,Individual Loan,2023-12-17,18,18,30000.00,26667.00,3333.00,600.00,2267.00,2267.00,2,2024-03-07,2267.00,15,0-30,Active,60389,48881,0.8470,24,5,1,2267.00
LN1017189,Lalita Manjhi,6202047523,Madhya Pradesh,Jabalpur,RURAL,Micro-Enterprise,2021-06-13,36,36,100000.00,13889.00,86111.00,15500.00,4778.00,14334.00,31,2023-12-22,4778.00,88,61-90,Active,15045,11416,1.0764,36,5,1,4778.00
LN1017190,Kiran Mahto,9599646571,Uttar Pradesh,Kanpur,RURAL,JLG,2023-03-19,24,24,40000.00,45225.00,15000.00,2700.00,2467.00,7401.00,9,2024-01-07,2467.00,79,61-90,Active,26012,18703,0.8139,37,3,1,1690.00
LN1017191,Sangeeta Manjhi,9624453523,Uttar Pradesh,Varanasi,RURAL,Agriculture Allied,2023-02-01,24,24,50000.00,22917.00,27083.00,4875.00,3083.00,3083.00,13,2024-03-10,3083.00,1,0-30,Active,37018,23842,0.7273,27,2,1,3083.00
LN1017192,Sangeeta Gupta,7201170919,Uttar Pradesh,Prayagraj,RURAL,Micro-Enterprise,2023-06-06,36,36,100000.00,100000.00,0.00,0.00,4778.00,62114.00,0,2023-03-06,4778.00,370,360+,Write-Off,44134,27928,0.7411,33,1,0,0.00
LN1017193,Dinesh Kaur,7927845997,Madhya Pradesh,Jabalpur,RURAL,Agriculture Allied,2023-09-22,18,18,50000.00,44444.00,5556.00,1000.00,3778.00,15112.00,2,2023-11-28,3778.00,115,91-180,NPA,36311,23630,0.7548,53,3,1,4895.00
LN1017194,Pooja Patel,7713488615,Uttar Pradesh,Azamgarh,RURAL,Individual Loan,2022-11-08,24,24,50000.00,18750.00,31250.00,5625.00,3083.00,3083.00,15,2024-02-25,3083.00,22,0-30,Active,27755,22629,0.9264,46,5,1,3083.00
LN1017195,Kavita Bai,8985892006,West Bengal,Malda,RURAL,Agriculture Allied,2023-05-01,24,24,30000.00,20000.00,10000.00,1800.00,1850.00,5550.00,8,2023-12-30,1850.00,78,61-90,Active,19073,14196,0.8413,22,4,0,0.00
LN1017196,Geeta Bai,9183561133,Bihar,Darbhanga,RURAL,JLG,2023-11-23,12,12,25000.00,22917.00,2083.00,375.00,2583.00,7749.00,1,2023-12-19,2583.00,84,61-90,Active,32235,21931,0.7605,55,4,1,2583.00
LN1017197,Aarti Bai,8877585941,Uttar Pradesh,Prayagraj,RURAL,JLG,2023-08-24,18,18,40000.00,40000.00,0.00,0.00,3022.00,42308.00,0,2023-02-06,,407,360+,Active,58249,43502,0.7987,48,4,0,0.00
LN1017198,Sarita Kaur,6138819295,Maharashtra,Nashik,RURAL,JLG,2023-04-16,24,24,60000.00,40000.00,20000.00,3600.00,3700.00,11100.00,8,2023-12-28,3700.00,69,61-90,Active,24957,19475,0.9286,36,3,1,3700.00
LN1017199,Anita Bai,7413825529,Maharashtra,Solapur,RURAL,Individual Loan,2022-09-27,18,18,100000.00,27778.00,72222.00,13000.00,7556.00,37780.00,13,2023-10-22,,138,91-180,Active,45067,28276,0.7951,54,3,1,7556.00
LN1017200,Rani Paswan,7692899628,Uttar Pradesh,Lucknow,RURAL,Agriculture Allied,2023-03-03,18,18,75000.00,29167.00,45833.00,8250.00,5667.00,11334.00,11,2024-01-15,5667.00,57,31-60,Active,28979,21670,0.9433,25,4,1,5667.00
LN1017201,Meena Yadav,8205669904,Rajasthan,Udaipur,RURAL,Individual Loan,2023-04-02,12,12,25000.00,6250.00,18750.00,3375.00,2583.00,7749.00,9,2023-12-11,2583.00,88,61-90,Active,53325,30125,0.6134,45,3,1,2583.00
LN1017202,Shanti Bai,6165379172,Madhya Pradesh,Bhopal,RURAL,Micro-Enterprise,2023-01-25,24,24,75000.00,40625.00,34375.00,6188.00,4625.00,13875.00,11,2024-01-01,4625.00,72,61-90,Active,51107,38092,0.8358,29,2,1,4625.00
LN1017203,Geeta Kaur,9215971653,Rajasthan,Jaipur,RURAL,Agriculture Allied,2023-03-15,12,12,50000.00,4167.00,45833.00,8250.00,5167.00,5167.00,11,2024-02-20,5167.00,22,0-30,Active,28103,23012,1.0027,56,1,1,5108.00
LN1017204,Sunil Tiwari,7522312214,Tamil Nadu,Madurai,RURAL,JLG,2023-07-31,12,12,25000.00,12500.00,12500.00,2250.00,2583.00,5166.00,6,2024-02-02,2583.00,34,31-60,Active,63443,49927,0.8277,37,4,1,2583.00
LN1017205,Radha Bai,6479775379,Uttar Pradesh,Prayagraj,RURAL,Individual Loan,2021-07-28,36,36,30000.00,4167.00,25833.00,4650.00,1433.00,1433.00,31,2024-02-09,1433.00,29,0-30,Active,50693,42607,0.8688,36,4,1,1433.00
LN1017206,Sita Gupta,077-6910154,Uttar Pradesh,Lucknow,RURAL,Individual Loan,2023-04-20,18,18,100000.00,55556.00,44444.00,8000.00,7556.00,22668.00,8,2023-12-22,7556.00,75,61-90,Active,44971,26883,0.7658,48,2,0,0.00
LN1017207,Santosh Paswan,8945275635,Tamil Nadu,Madurai,RURAL,Micro-Enterprise,2023-10-02,12,12,25000.00,14583.00,10417.00,1875.00,2583.00,2583.00,5,2024-02-14,2583.00,30,0-30,Active,29250,13043,0.5342,58,1,1,2583.00
LN1017208,Radha Manjhi,84088311,Rajasthan,Udaipur,URBAN,Micro-Enterprise,2023-09-18,18,18,25000.00,19444.00,5556.00,1000.00,1889.00,3778.00,4,2024-01-27,1889.00,52,31-60,Active,43818,27887,0.6795,21,5,1,1889.00
LN1017209,Rani Paswan,9436934576,Bihar,Bhagalpur,RURAL,Agriculture Allied,2023-08-31,18,18,75000.00,58333.00,16667.00,3000.00,5667.00,17001.00,4,2023-12-20,5667.00,80,61-90,Active,39953,18504,0.6050,43,4,1,5153.00
LN1017210,Anita Mondal,7177029814,Rajasthan,Udaipur,RURAL,Micro-Enterprise,2023-11-28,36,36,75000.00,75000.00,0.00,0.00,3583.00,60911.00,0,2022-11-24,3583.00,485,360+,Active,56562,34686,0.6766,47,2,0,0.00
LN1017211,Vijay Patel,6793588632,Uttar Pradesh,Kanpur,RURAL,Individual Loan,2022-09-09,18,18,30000.00,1667.00,28333.00,5100.00,2267.00,2267.00,17,2024-02-18,2267.00,27,0-30,Active,24881,11823,0.5663,32,1,1,1557.00
LN1017212,Shanti Das,84844624,West Bengal,Hooghly,RURAL,JLG,2023-04-10,24,24,75000.00,43750.00,31250.00,5625.00,4625.00,4625.00,10,2024-02-28,4625.00,12,0-30,Active,21538,15058,0.9139,45,2,0,0.00
LN1017213,Meena Manjhi,7920939998,Madhya Pradesh,Ujjain,RURAL,Agriculture Allied,2023-06-01,36,36,60000.00,51667.00,8333.00,1500.00,2867.00,14335.00,5,2023-10-24,2867.00,149,91-180,NPA,61841,37486,0.6525,39,3,0,0.00
LN1017214,Lalita Das,8466000192,Bihar,Muzaffarpur,RURAL,Micro-Enterprise,2023-02-06,18,18,75000.00,25000.00,50000.00,9000.00,5667.00,5667.00,12,2024-03-09,5667.00,11,0-30,Active,58909,24983,0.5203,26,2,1,5667.00
LN1017215,Mamta Verma,6139633747,Uttar Pradesh,Bareilly,RURAL,JLG,2023-12-15,12,12,100000.00,83333.00,16667.00,3000.00,10333.00,10333.00,2,2024-03-07,10333.00,4,0-30,Active,19352,14025,1.2000,53,2,0,0.00
LN1017216,Anita Verma,7270226563,Rajasthan,Kota,RURAL,Micro-Enterprise,2023-10-01,12,12,100000.00,58333.00,41667.00,7500.00,10333.00,10333.00,5,2024-02-27,10333.00,20,0-30,Active,,,,36,5,1,10333.00
LN1017217,Geeta Roy,7951786436,Rajasthan,Bikaner,RURAL,JLG,2023-08-19,18,18,30000.00,34340.00,6667.00,1200.00,2267.00,6801.00,4,2023-12-29,2267.00,69,61-90,Active,31617,21923,0.7651,37,5,1,2267.00
LN1017218,Urmila Devi,6778993796,Odisha,Puri,RURAL,JLG,2023-11-08,18,18,100000.00,83333.00,16667.00,3000.00,7556.00,7556.00,3,2024-02-27,7556.00,19,0-30,Active,31988,14710,0.6961,38,3,1,4939.00
LN1017219,Sangeeta Mahto,8654452428,Bihar,Muzaffarpur,URBAN,Individual Loan,2021-08-22,36,36,75000.00,39583.00,35417.00,6375.00,3583.00,50162.00,17,2023-02-11,3583.00,392,360+,Write-Off,,,,37,5,0,0.00
LN1017220,Aarti Mondal,7726220378,Rajasthan,Bikaner,URBAN,Micro-Enterprise,2023-03-08,12,12,50000.00,4167.00,45833.00,8250.00,5167.00,5167.00,11,2024-02-19,5167.00,23,0-30,Active,61871,25192,0.4907,41,5,1,5167.00
LN1017221,Mamta Bai,8791828837,Madhya Pradesh,Indore,RURAL,Micro-Enterprise,2022-12-05,18,18,40000.00,11111.00,28889.00,5200.00,3022.00,9066.00,13,2024-01-02,3022.00,72,61-90,Active,15764,11994,0.9526,24,1,1,3022.00
